sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus
111603,,Default,simple,"Default Category,Default Category/Produtos,Default Category/Produtos/Roda-Teto de poliuretano",base,"Rodateto de poliuretano mod Z2N 85x85mm caixa com 12 metros","<p></p>
<p>Roda-teto de poliuretano injetado com superf&iacute;cie lisa. Densidade aproximada 200Kg/m2. Cor branca, n&atilde;o t&oacute;xico, sem CFC e HCFC. Acabamento com tinta a base de &aacute;gua, pintura sem solvente. Suas dimens&otilde;es s&atilde;o apresentadas em barras de 2 metros. Validade indeterminada.</p>
<p></p>
<p>Nota: Materiais estritamente decorativos e n&atilde;o possuem nenhuma fun&ccedil;&atilde;o estrutural.</p>
<p><span style=""color: #fc0c02;""><strong>INFORMA&Ccedil;&Otilde;ES IMPORTANTES</strong></span></p>
<p>1.&nbsp;<span style=""font-family: Helvetica;"">Imune a cupins, n&atilde;o mofa, resistente &agrave; umidade e f&aacute;cil instala&ccedil;&atilde;o.</span></p>
<p>2. Sugerimos a compra de 10% a mais da metragem calculada para o material, cobrindo assim eventuais perdas de barras e perfis na hora de cortes para aplica&ccedil;&atilde;o.</p>
<p>3. Para melhor fixa&ccedil;&atilde;o dos produtos, sugerimos a utiliza&ccedil;&atilde;o das colas pr&oacute;prias da marca.</p>
<p>4. Instala&ccedil;&atilde;o n&atilde;o inclusa.</p>
<style type=""text/css"" xml=""space""><!--
p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Helvetica}
--></style>","<p>Rodateto de&nbsp;poliuretano modelo Z2N - dimens&atilde;o da barra 85X85X2000MM - peso da barra 0,32kg - unidade M</p>",4.0300,1,"Taxable Goods","Não Visível Individualmente",1206.8100,,01/08/18,,rodateto-de-poliuretano-mod-z2n-85x85-caixa-com-12-metros,,,,/z/2/z2n_1_1.jpg,"RODATETO DE POLIESTIRENO",/z/2/z2n_1_1.jpg,"RODATETO DE POLIESTIRENO",/z/2/z2n_1_1.jpg,"RODATETO DE POLIESTIRENO",/z/2/z2n_1_1.jpg,,"06/02/19 11:09","05/04/19 18:54",,,"Bloco após Coluna de Informações",,,,Não,,01/08/18,,,,,"Usar o config",,"b2w=Sim,calculodepreco=COST,exportar_simples=Sim,featured=Não,genero=UNISSEX,listagem=<p>Unidade de venda: kit&nbsp;com 12 metros<br /> Dimens&atilde;o da barra: 85X85X2000MM<br /> Peso da barra: 0,32kg</p>,marca=GART,markup=1,metro=Não,modelo=Modelo Z2N 85x85mm,origem=NACIONAL,tempo_garantia=36,volume_height=10,volume_length=201,volume_width=21",10.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,0,0.0000,0,0,0,0,"1901,1604,1601,1602,1603","1,2,3,4,5",,,,,/z/2/z2n_1_1.jpg,,,,,,,,,
140901,,Default,simple,"Default Category,Default Category/Produtos/Rodapés,Default Category/Produtos",base,"Rodape de poliestireno mod FL2 15x120mm barra com 2,44 metros","<p>Rodap&eacute;s de poliestireno extrudado de alta densidade HDPS com superf&iacute;cie lisa, verso fresado e pr&eacute;-pintada. Densidade aproximada de 220kg/m3. Cor branca, n&atilde;o t&oacute;xico, sem CFC e HCFC. Apresentadas em barras com comprimento de 2.44m. No acabamento aceita qualquer tipo de tinta.</p>
<p><span style=""color: #fc0c02;""><strong>INFORMA&Ccedil;&Otilde;ES IMPORTANTES</strong></span></p>
<p>1.&nbsp;&nbsp;<span style=""font-family: Helvetica;"">Imune a cupins, n&atilde;o mofa, resistente &agrave; umidade e f&aacute;cil instala&ccedil;&atilde;o.</span></p>
<p>2. Sugerimos a compra de 10% a mais da metragem calculada para o material, cobrindo assim eventuais perdas de barras e perfis na hora de cortes para aplica&ccedil;&atilde;o.</p>
<p>3. Para melhor fixa&ccedil;&atilde;o dos produtos, sugerimos a utiliza&ccedil;&atilde;o das colas pr&oacute;prias da marca.</p>
<p>4. Instala&ccedil;&atilde;o n&atilde;o inclusa.</p>
<style type=""text/css"" xml=""space""><!--
p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Helvetica}
--></style>","<p>Barra de 2,44 metro de comprimento</p>
<p>RODAPE DE POLIESTIRENO modelo FL2 - dimens&atilde;o 15X120X2440 MM - peso 0,48kg - unidade M</p>",1.4100,1,"Taxable Goods","Não Visível Individualmente",70.7800,,,,rodape-mod-fl2-15x120-caixa-com-2-44-metros,,,,/2/9/2903-fl2_1.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl2_1.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl2_1.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl2_1.jpg,,"05/02/19 16:24","11/04/19 08:15",,,"Bloco após Coluna de Informações",,,,Não,,,,,,,"Usar o config",,"b2w=Sim,calculodepreco=COST,exportar_simples=Sim,featured=Não,genero=UNISSEX,listagem=<p>Unidade de venda: barra de 2,44 metros<br />Dimens&atilde;o:&nbsp;15X120X2440 MM<br />Peso:&nbsp;0,48kg</p>,marca=GART,markup=1,metro=Não,modelo=Modelo FL2 15x120mm ,origem=NACIONAL,tempo_garantia=36,volume_height=3,volume_length=250,volume_width=14",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,1,1.0000,1,0,0,0,"1501,1502,1503,1604,1601,1602,1603,1901","1,2,3,4,5,6,7,8",,,,,/2/9/2903-fl2_1.jpg,,,,,,,,,
140804,,Default,simple,"Default Category,Default Category/Produtos/Rodapés,Default Category/Produtos",base,"Rodape de poliestireno mod FL1 12x80mm caixa com 34,16 metros","<p>Rodap&eacute;s de poliestireno extrudado de alta densidade HDPS com superf&iacute;cie lisa, verso fresado e pr&eacute;-pintada. Densidade aproximada de 220kg/m3. Cor branca, n&atilde;o t&oacute;xico, sem CFC e HCFC. Apresentadas em barras com comprimento de 2.44m. No acabamento aceita qualquer tipo de tinta.</p>
<p><span style=""color: #fc0c02;""><strong>INFORMA&Ccedil;&Otilde;ES IMPORTANTES</strong></span></p>
<p>1.&nbsp;&nbsp;<span style=""font-family: Helvetica;"">Imune a cupins, n&atilde;o mofa, resistente &agrave; umidade e f&aacute;cil instala&ccedil;&atilde;o.</span></p>
<p>2. Sugerimos a compra de 10% a mais da metragem calculada para o material, cobrindo assim eventuais perdas de barras e perfis na hora de cortes para aplica&ccedil;&atilde;o.</p>
<p>3. Para melhor fixa&ccedil;&atilde;o dos produtos, sugerimos a utiliza&ccedil;&atilde;o das colas pr&oacute;prias da marca.</p>
<p>4. Instala&ccedil;&atilde;o n&atilde;o inclusa.</p>
<style type=""text/css"" xml=""space""><!--
p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Helvetica}
--></style>","<p>Barra de 2,44 metro de comprimento</p>
<p>RODAPE DE POLIESTIRENO modelo FL1 - dimens&atilde;o 12X80X2440 MM - peso 0,50kg - unidade M</p>",17.9300,1,"Taxable Goods","Não Visível Individualmente",734.9100,,,,rodape-mod-fl1-12x80-caixa-com-34-16-metros,,,,/2/9/2903-fl1_4.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl1_4.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl1_4.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl1_4.jpg,,"05/02/19 16:22","11/04/19 08:14",,,"Bloco após Coluna de Informações",,,,Não,,,,,,,"Usar o config",,"b2w=Sim,calculodepreco=COST,exportar_simples=Sim,featured=Não,genero=UNISSEX,listagem=<p>Unidade de venda: kit&nbsp;com 34,16 metros<br />Dimens&atilde;o:&nbsp;12X80X2440 MM<br />Peso:&nbsp;0,50kg</p>,marca=GART,markup=1,metro=Não,modelo=Modelo FL1 12x80mm,origem=NACIONAL,tempo_garantia=36,volume_height=10,volume_length=245,volume_width=21",5.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,1,1.0000,1,0,0,0,"1501,1502,1503,1604,1601,1602,1603,1901","1,2,3,4,5,6,7,8",,,,,/2/9/2903-fl1_4.jpg,,,,,,,,,
140803,,Default,simple,"Default Category,Default Category/Produtos/Rodapés,Default Category/Produtos",base,"Rodape de poliestireno mod FL1 12x80mm caixa com 24,40 metros","<p>Rodap&eacute;s de poliestireno extrudado de alta densidade HDPS com superf&iacute;cie lisa, verso fresado e pr&eacute;-pintada. Densidade aproximada de 220kg/m3. Cor branca, n&atilde;o t&oacute;xico, sem CFC e HCFC. Apresentadas em barras com comprimento de 2.44m. No acabamento aceita qualquer tipo de tinta.</p>
<p><span style=""color: #fc0c02;""><strong>INFORMA&Ccedil;&Otilde;ES IMPORTANTES</strong></span></p>
<p>1.&nbsp;&nbsp;<span style=""font-family: Helvetica;"">Imune a cupins, n&atilde;o mofa, resistente &agrave; umidade e f&aacute;cil instala&ccedil;&atilde;o.</span></p>
<p>2. Sugerimos a compra de 10% a mais da metragem calculada para o material, cobrindo assim eventuais perdas de barras e perfis na hora de cortes para aplica&ccedil;&atilde;o.</p>
<p>3. Para melhor fixa&ccedil;&atilde;o dos produtos, sugerimos a utiliza&ccedil;&atilde;o das colas pr&oacute;prias da marca.</p>
<p>4. Instala&ccedil;&atilde;o n&atilde;o inclusa.</p>
<style type=""text/css"" xml=""space""><!--
p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Helvetica}
--></style>","<p>Barra de 2,44 metro de comprimento</p>
<p>RODAPE DE POLIESTIRENO modelo FL1 - dimens&atilde;o 12X80X2440 MM - peso 0,50kg - unidade M</p>",12.8100,1,"Taxable Goods","Não Visível Individualmente",524.9400,,,,rodape-mod-fl1-12x80-caixa-com-24-40-metros,,,,/2/9/2903-fl1_3.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl1_3.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl1_3.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl1_3.jpg,,"05/02/19 16:21","11/04/19 08:14",,,"Bloco após Coluna de Informações",,,,Não,,,,,,,"Usar o config",,"b2w=Sim,calculodepreco=COST,exportar_simples=Sim,featured=Não,genero=UNISSEX,listagem=<p>Unidade de venda: kit&nbsp;com 24,40 metros<br />Dimens&atilde;o:&nbsp;12X80X2440 MM<br />Peso:&nbsp;0,50kg</p>,marca=GART,markup=1,metro=Não,modelo=Modelo FL1 12x80mm,origem=NACIONAL,tempo_garantia=36,volume_height=10,volume_length=245,volume_width=21",10.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,1,1.0000,1,0,0,0,"1501,1502,1503,1604,1601,1602,1603,1901","1,2,3,4,5,6,7,8",,,,,/2/9/2903-fl1_3.jpg,,,,,,,,,
140802,,Default,simple,"Default Category,Default Category/Produtos/Rodapés,Default Category/Produtos",base,"Rodape de poliestireno mod FL1 12x80mm caixa com 9,76 metros","<p>Rodap&eacute;s de poliestireno extrudado de alta densidade HDPS com superf&iacute;cie lisa, verso fresado e pr&eacute;-pintada. Densidade aproximada de 220kg/m3. Cor branca, n&atilde;o t&oacute;xico, sem CFC e HCFC. Apresentadas em barras com comprimento de 2.44m. No acabamento aceita qualquer tipo de tinta.</p>
<p><span style=""color: #fc0c02;""><strong>INFORMA&Ccedil;&Otilde;ES IMPORTANTES</strong></span></p>
<p>1.&nbsp;&nbsp;<span style=""font-family: Helvetica;"">Imune a cupins, n&atilde;o mofa, resistente &agrave; umidade e f&aacute;cil instala&ccedil;&atilde;o.</span></p>
<p>2. Sugerimos a compra de 10% a mais da metragem calculada para o material, cobrindo assim eventuais perdas de barras e perfis na hora de cortes para aplica&ccedil;&atilde;o.</p>
<p>3. Para melhor fixa&ccedil;&atilde;o dos produtos, sugerimos a utiliza&ccedil;&atilde;o das colas pr&oacute;prias da marca.</p>
<p>4. Instala&ccedil;&atilde;o n&atilde;o inclusa.</p>
<style type=""text/css"" xml=""space""><!--
p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Helvetica}
--></style>","<p>Barra de 2,44 metro de comprimento</p>
<p>RODAPE DE POLIESTIRENO modelo FL1 - dimens&atilde;o 12X80X2440 MM - peso 0,50kg - unidade M</p>",5.3700,1,"Taxable Goods","Não Visível Individualmente",209.9700,,,,rodape-mod-fl1-12x80-caixa-com-9-76-metros,,,,/2/9/2903-fl1_2.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl1_2.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl1_2.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl1_2.jpg,,"05/02/19 16:20","11/04/19 08:14",,,"Bloco após Coluna de Informações",,,,Não,,,,,,,"Usar o config",,"b2w=Sim,calculodepreco=COST,exportar_simples=Sim,featured=Não,genero=UNISSEX,listagem=<p>Unidade de venda: kit&nbsp;com 9,76 metros<br />Dimens&atilde;o:&nbsp;12X80X2440 MM<br />Peso:&nbsp;0,50kg</p>,marca=GART,markup=1,metro=Não,modelo=Modelo FL1 12x80mm,origem=NACIONAL,tempo_garantia=36,volume_height=8,volume_length=250,volume_width=10",20.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,1,1.0000,1,0,0,0,"1501,1502,1503,1604,1601,1602,1603,1901","1,2,3,4,5,6,7,8",,,,,/2/9/2903-fl1_2.jpg,,,,,,,,,
140801,,Default,simple,"Default Category,Default Category/Produtos/Rodapés,Default Category/Produtos",base,"Rodape de poliestireno mod FL1 12x80mm barra com 2,44 metros","<p>Rodap&eacute;s de poliestireno extrudado de alta densidade HDPS com superf&iacute;cie lisa, verso fresado e pr&eacute;-pintada. Densidade aproximada de 220kg/m3. Cor branca, n&atilde;o t&oacute;xico, sem CFC e HCFC. Apresentadas em barras com comprimento de 2.44m. No acabamento aceita qualquer tipo de tinta.</p>
<p><span style=""color: #fc0c02;""><strong>INFORMA&Ccedil;&Otilde;ES IMPORTANTES</strong></span></p>
<p>1.&nbsp;&nbsp;<span style=""font-family: Helvetica;"">Imune a cupins, n&atilde;o mofa, resistente &agrave; umidade e f&aacute;cil instala&ccedil;&atilde;o.</span></p>
<p>2. Sugerimos a compra de 10% a mais da metragem calculada para o material, cobrindo assim eventuais perdas de barras e perfis na hora de cortes para aplica&ccedil;&atilde;o.</p>
<p>3. Para melhor fixa&ccedil;&atilde;o dos produtos, sugerimos a utiliza&ccedil;&atilde;o das colas pr&oacute;prias da marca.</p>
<p>4. Instala&ccedil;&atilde;o n&atilde;o inclusa.</p>
<style type=""text/css"" xml=""space""><!--
p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Helvetica}
--></style>","<p>Barra de 2,44 metro de comprimento</p>
<p>RODAPE DE POLIESTIRENO modelo FL1 - dimens&atilde;o 12X80X2440 MM - peso 0,50kg - unidade M</p>",1.4600,1,"Taxable Goods","Não Visível Individualmente",52.4900,,,,rodape-mod-fl1-12x80-caixa-com-2-44-metros,,,,/2/9/2903-fl1_1.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl1_1.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl1_1.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fl1_1.jpg,,"05/02/19 16:10","12/07/19 13:02",,,"Bloco após Coluna de Informações",,,,Não,,,,,,,"Usar o config",,"b2w=Sim,calculodepreco=COST,exportar_simples=Sim,featured=Não,genero=UNISSEX,listagem=<p>Unidade de venda: barra de 2,44 metros<br />Dimens&atilde;o:&nbsp;12X80X2440 MM<br />Peso:&nbsp;0,50kg</p>,marca=GART,markup=1,metro=Não,modelo=Modelo FL1 12x80mm,origem=NACIONAL,tempo_garantia=36,volume_height=2,volume_length=250,volume_width=10",14.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,1,1.0000,1,0,0,0,"1501,1502,1503,1604,1601,1602,1603,1901","1,2,3,4,5,6,7,8",,,,,/2/9/2903-fl1_1.jpg,,,,,,,,,
140704,,Default,simple,"Default Category,Default Category/Produtos/Rodapés,Default Category/Produtos",base,"Rodape de poliestireno mod FD22 18x130mm caixa com 34,16 metros","<p>Rodap&eacute;s de poliestireno extrudado de alta densidade HDPS com superf&iacute;cie lisa, verso fresado e pr&eacute;-pintada. Densidade aproximada de 220kg/m3. Cor branca, n&atilde;o t&oacute;xico, sem CFC e HCFC. Apresentadas em barras com comprimento de 2.44m. No acabamento aceita qualquer tipo de tinta.</p>
<p><span style=""color: #fc0c02;""><strong>INFORMA&Ccedil;&Otilde;ES IMPORTANTES</strong></span></p>
<p>1.&nbsp;&nbsp;<span style=""font-family: Helvetica;"">Imune a cupins, n&atilde;o mofa, resistente &agrave; umidade e f&aacute;cil instala&ccedil;&atilde;o.</span></p>
<p>2. Sugerimos a compra de 10% a mais da metragem calculada para o material, cobrindo assim eventuais perdas de barras e perfis na hora de cortes para aplica&ccedil;&atilde;o.</p>
<p>3. Para melhor fixa&ccedil;&atilde;o dos produtos, sugerimos a utiliza&ccedil;&atilde;o das colas pr&oacute;prias da marca.</p>
<p>4. Instala&ccedil;&atilde;o n&atilde;o inclusa.</p>
<style type=""text/css"" xml=""space""><!--
p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Helvetica}
--></style>","<p>Barra de 2,44 metro de comprimento</p>
<p>RODAPE DE POLIESTIRENO modelo FD22 - dimens&atilde;o 18X130X2440 MM - peso 0,45kg - unidade M</p>",16.1400,1,"Taxable Goods","Não Visível Individualmente",1200.0200,,,,rodape-mod-fd22-18x130-caixa-com-34-16-metros,,,,/2/9/2903-fd22_4.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fd22_4.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fd22_4.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fd22_4.jpg,,"05/02/19 16:05","11/04/19 08:14",,,"Bloco após Coluna de Informações",,,,Não,,,,,,,"Usar o config",,"b2w=Sim,calculodepreco=COST,exportar_simples=Sim,featured=Não,genero=UNISSEX,listagem=<p>Unidade de venda: kit&nbsp;com 34,16 metros<br />Dimens&atilde;o:&nbsp;18X130X2440 MM<br />Peso:&nbsp;0,45kg</p>,marca=GART,markup=1,metro=Não,modelo=Modelo FD22 18x130mm ,origem=NACIONAL,tempo_garantia=36,volume_height=15,volume_length=245,volume_width=21",5.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,1,1.0000,1,0,0,0,"1501,1502,1503,1604,1601,1602,1603,1901","1,2,3,4,5,6,7,8",,,,,/2/9/2903-fd22_4.jpg,,,,,,,,,
140703,,Default,simple,"Default Category,Default Category/Produtos/Rodapés,Default Category/Produtos",base,"Rodape de poliestireno mod FD22 18x130mm caixa com 24,40 metros","<p>Rodap&eacute;s de poliestireno extrudado de alta densidade HDPS com superf&iacute;cie lisa, verso fresado e pr&eacute;-pintada. Densidade aproximada de 220kg/m3. Cor branca, n&atilde;o t&oacute;xico, sem CFC e HCFC. Apresentadas em barras com comprimento de 2.44m. No acabamento aceita qualquer tipo de tinta.</p>
<p><span style=""color: #fc0c02;""><strong>INFORMA&Ccedil;&Otilde;ES IMPORTANTES</strong></span></p>
<p>1.&nbsp;&nbsp;<span style=""font-family: Helvetica;"">Imune a cupins, n&atilde;o mofa, resistente &agrave; umidade e f&aacute;cil instala&ccedil;&atilde;o.</span></p>
<p>2. Sugerimos a compra de 10% a mais da metragem calculada para o material, cobrindo assim eventuais perdas de barras e perfis na hora de cortes para aplica&ccedil;&atilde;o.</p>
<p>3. Para melhor fixa&ccedil;&atilde;o dos produtos, sugerimos a utiliza&ccedil;&atilde;o das colas pr&oacute;prias da marca.</p>
<p>4. Instala&ccedil;&atilde;o n&atilde;o inclusa.</p>
<style type=""text/css"" xml=""space""><!--
p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Helvetica}
--></style>","<p>Barra de 2,44 metro de comprimento</p>
<p>RODAPE DE POLIESTIRENO modelo FD22 - dimens&atilde;o 18X130X2440 MM - peso 0,45kg - unidade M</p>",11.5300,1,"Taxable Goods","Não Visível Individualmente",857.1600,,,,rodape-mod-fd22-18x130-caixa-com-24-40-metros,,,,/2/9/2903-fd22_3.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fd22_3.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fd22_3.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fd22_3.jpg,,"05/02/19 16:04","11/04/19 08:14",,,"Bloco após Coluna de Informações",,,,Não,,,,,,,"Usar o config",,"b2w=Sim,calculodepreco=COST,exportar_simples=Sim,featured=Não,genero=UNISSEX,listagem=<p>Unidade de venda: kit&nbsp;com 24,40 metros<br />Dimens&atilde;o:&nbsp;18X130X2440 MM<br />Peso:&nbsp;0,45kg</p>,marca=GART,markup=1,metro=Não,modelo=Modelo FD22 18x130mm ,origem=NACIONAL,tempo_garantia=36,volume_height=10,volume_length=245,volume_width=21",10.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,1,1.0000,1,0,0,0,"1501,1502,1503,1604,1601,1602,1603,1901","1,2,3,4,5,6,7,8",,,,,/2/9/2903-fd22_3.jpg,,,,,,,,,
140702,,Default,simple,"Default Category,Default Category/Produtos/Rodapés,Default Category/Produtos",base,"Rodape de poliestireno mod FD22 18x130mm caixa com 9,76 metros","<p>Rodap&eacute;s de poliestireno extrudado de alta densidade HDPS com superf&iacute;cie lisa, verso fresado e pr&eacute;-pintada. Densidade aproximada de 220kg/m3. Cor branca, n&atilde;o t&oacute;xico, sem CFC e HCFC. Apresentadas em barras com comprimento de 2.44m. No acabamento aceita qualquer tipo de tinta.</p>
<p><span style=""color: #fc0c02;""><strong>INFORMA&Ccedil;&Otilde;ES IMPORTANTES</strong></span></p>
<p>1.&nbsp;&nbsp;<span style=""font-family: Helvetica;"">Imune a cupins, n&atilde;o mofa, resistente &agrave; umidade e f&aacute;cil instala&ccedil;&atilde;o.</span></p>
<p>2. Sugerimos a compra de 10% a mais da metragem calculada para o material, cobrindo assim eventuais perdas de barras e perfis na hora de cortes para aplica&ccedil;&atilde;o.</p>
<p>3. Para melhor fixa&ccedil;&atilde;o dos produtos, sugerimos a utiliza&ccedil;&atilde;o das colas pr&oacute;prias da marca.</p>
<p>4. Instala&ccedil;&atilde;o n&atilde;o inclusa.</p>
<style type=""text/css"" xml=""space""><!--
p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Helvetica}
--></style>","<p>Barra de 2,44 metro de comprimento</p>
<p>RODAPE DE POLIESTIRENO modelo FD22 - dimens&atilde;o 18X130X2440 MM - peso 0,45kg - unidade M</p>",4.8300,1,"Taxable Goods","Não Visível Individualmente",342.8600,,,,rodape-mod-fd22-18x130-caixa-com-9-76-metros,,,,/2/9/2903-fd22_2.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fd22_2.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fd22_2.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fd22_2.jpg,,"05/02/19 16:04","11/04/19 08:14",,,"Bloco após Coluna de Informações",,,,Não,,,,,,,"Usar o config",,"b2w=Sim,calculodepreco=COST,exportar_simples=Sim,featured=Não,genero=UNISSEX,listagem=<p>Unidade de venda: kit&nbsp;com 9,76 metros<br />Dimens&atilde;o:&nbsp;18X130X2440 MM<br />Peso:&nbsp;0,45kg</p>,marca=GART,markup=1,metro=Não,modelo=Modelo FD22 18x130mm ,origem=NACIONAL,tempo_garantia=36,volume_height=8,volume_length=250,volume_width=14",20.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,1,1.0000,1,0,0,0,"1501,1502,1503,1604,1601,1602,1603,1901","1,2,3,4,5,6,7,8",,,,,/2/9/2903-fd22_2.jpg,,,,,,,,,
140701,,Default,simple,"Default Category,Default Category/Produtos/Rodapés,Default Category/Produtos",base,"Rodape de poliestireno mod FD22 18x130mm barra com 2,44 metros","<p>Rodap&eacute;s de poliestireno extrudado de alta densidade HDPS com superf&iacute;cie lisa, verso fresado e pr&eacute;-pintada. Densidade aproximada de 220kg/m3. Cor branca, n&atilde;o t&oacute;xico, sem CFC e HCFC. Apresentadas em barras com comprimento de 2.44m. No acabamento aceita qualquer tipo de tinta.</p>
<p><span style=""color: #fc0c02;""><strong>INFORMA&Ccedil;&Otilde;ES IMPORTANTES</strong></span></p>
<p>1.&nbsp;&nbsp;<span style=""font-family: Helvetica;"">Imune a cupins, n&atilde;o mofa, resistente &agrave; umidade e f&aacute;cil instala&ccedil;&atilde;o.</span></p>
<p>2. Sugerimos a compra de 10% a mais da metragem calculada para o material, cobrindo assim eventuais perdas de barras e perfis na hora de cortes para aplica&ccedil;&atilde;o.</p>
<p>3. Para melhor fixa&ccedil;&atilde;o dos produtos, sugerimos a utiliza&ccedil;&atilde;o das colas pr&oacute;prias da marca.</p>
<p>4. Instala&ccedil;&atilde;o n&atilde;o inclusa.</p>
<style type=""text/css"" xml=""space""><!--
p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px Helvetica}
--></style>","<p>Barra de 2,44 metro de comprimento</p>
<p>RODAPE DE POLIESTIRENO modelo FD22 - dimens&atilde;o 18X130X2440 MM - peso 0,45kg - unidade M</p>",1.3200,1,"Taxable Goods","Não Visível Individualmente",85.7200,,,,rodape-mod-fd22-18x130-caixa-com-2-44-metros,,,,/2/9/2903-fd22_1.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fd22_1.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fd22_1.jpg,"RODAPE DE POLIESTIRENO",/2/9/2903-fd22_1.jpg,,"05/02/19 16:03","11/04/19 08:14",,,"Bloco após Coluna de Informações",,,,Não,,,,,,,"Usar o config",,"b2w=Sim,calculodepreco=COST,exportar_simples=Sim,featured=Não,genero=UNISSEX,listagem=<p>Unidade de venda: barra de 2,44 metros<br />Dimens&atilde;o:&nbsp;18X130X2440 MM<br />Peso:&nbsp;0,45kg</p>,marca=GART,markup=1,metro=Não,modelo=Modelo FD22 18x130mm ,origem=NACIONAL,tempo_garantia=36,volume_height=3,volume_length=250,volume_width=14",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,0,1,1.0000,1,0,0,0,"1501,1502,1503,1604,1601,1602,1603,1901","1,2,3,4,5,6,7,8",,,,,/2/9/2903-fd22_1.jpg,,,,,,,,,
